0.1,0.390589071589531
0.2,0.489782903128630
0.3,0.535228393052317
0.4,0.559577077469776
0.5,0.616786447269153
0.6,0.622458397173179
0.7,0.652425031982237
0.8,0.657977804238669
0.9,0.623946636206618
1.0,0.649126366655592
1.1,0.677535501128805
1.2,0.693419187131558
1.3,0.650754351157663
1.4,0.669858101349802
1.5,0.667104704473259
1.6,0.654636519377470
1.7,0.640027208743077
1.8,0.610870044731906
1.9,0.612045439444077
2.0,0.618271775284145
2.1,0.569374507680528
2.2,0.625038889712625
2.3,0.606274079878415
2.4,0.602223405517828
2.5,0.563308965296260
2.6,0.526883677293834
2.7,0.517131273340551
2.8,0.514972088770230
2.9,0.471397246110906
3.0,0.476676555511212
3.1,0.518326240161396
3.2,0.459748346270270
3.3,0.460679648783415
3.4,0.456322106859658
