16,0.28934
20,0.303434
25,0.320596
32,0.343786
40,0.369282
50,0.399422
64,0.439131
80,0.481063
100,0.529541
125,0.584919
128,0.590903
160,0.655326
200,0.727445
250,0.809766
256,0.818778
320,0.913166
400,1.0186
500,1.13561
625,1.2706
640,1.28561
800,1.43708
1000,1.60649
1250,1.79248
1280,1.81777
1600,2.02907
2000,2.26874
2500,2.53615
3125,2.84024
3200,2.8625
4000,3.20889
5000,3.57889
6250,4.00143
6400,4.04201
8000,4.53821
10000,5.07184
12500,5.67491
15625,6.36979
16000,6.40043
20000,7.16911
25000,8.04459
31250,8.96068
32000,9.05033
40000,10.2228
50000,11.3962
62500,12.7509
78125,14.301
80000,14.4628
100000,16.07
125000,18.0842
156250,19.9474
160000,20.1455
200000,22.7735
250000,24.9698
312500,28.489
390625,31.7458
400000,31.7863
500000,36.9633
625000,41.6526
781250,46.8654
800000,46.3328
