16,0.000440554
20,0.000544183
25,0.000603279
32,0.000647015
40,0.000808273
50,0.000969518
64,0.00109111
80,0.00127872
100,0.00143171
125,0.00160191
128,0.00170951
160,0.00195286
200,0.00212447
250,0.00276495
256,0.00266283
320,0.00278118
400,0.00305133
500,0.00398624
625,0.00426491
640,0.00474697
800,0.00468777
1000,0.00576025
1250,0.00529043
1280,0.0071316
1600,0.00793937
2000,0.00917286
2500,0.00870689
3125,0.0116621
3200,0.0116178
4000,0.0139036
5000,0.0160601
6250,0.0189474
6400,0.0189583
8000,0.0199289
10000,0.0232789
12500,0.0239467
15625,0.0297268
16000,0.0288719
20000,0.0310173
25000,0.0356782
31250,0.0402046
32000,0.0382887
40000,0.0411832
50000,0.0554814
62500,0.0604364
78125,0.0542031
80000,0.0585858
100000,0.0768497
125000,0.08827
156250,0.0846631
160000,0.0864696
200000,0.117121
250000,0.121955
312500,0.136662
390625,0.165485
400000,0.155769
500000,0.174853
625000,0.19585
781250,0.213706
800000,0.218959
