16,0.32565
20,0.376562
25,0.440347
32,0.528912
40,0.629007
50,0.751611
64,0.918592
80,1.10332
100,1.3272
125,1.59912
128,1.63095
160,1.96404
200,2.36712
250,2.84769
256,2.90643
320,3.49668
400,4.21426
500,5.06572
625,6.09445
640,6.21409
800,7.46574
1000,9.01509
1250,10.8287
1280,11.0393
1600,13.2577
2000,15.9993
2500,19.1914
3125,23.2394
3200,23.6231
4000,28.3411
5000,34.1808
6250,40.9163
6400,42.0356
8000,50.2874
10000,60.3033
12500,73.3366
15625,87.9745
16000,89.0338
20000,107.866
25000,129.49
31250,154.837
32000,160.793
40000,196.599
50000,232.851
62500,282.452
78125,352.528
80000,348.9
100000,450.413
125000,527.769
156250,644.654
160000,651.396
200000,765.277
250000,944.577
312500,1075.29
390625,1314.51
400000,1337.63
500000,1544.05
625000,1996.21
781250,2219.25
800000,2029.83
