16,0.296236
20,0.312887
25,0.33332
32,0.360951
40,0.391194
50,0.427088
64,0.474053
80,0.523915
100,0.581359
125,0.646611
128,0.65438
160,0.729197
200,0.814169
250,0.911143
256,0.921835
320,1.03182
400,1.15335
500,1.29078
625,1.44548
640,1.46475
800,1.63528
1000,1.83427
1250,2.05253
1280,2.07901
1600,2.32561
2000,2.59978
2500,2.9141
3125,3.24828
3200,3.28827
4000,3.67305
5000,4.09898
6250,4.57863
6400,4.62976
8000,5.18748
10000,5.81458
12500,6.49423
15625,7.24992
16000,7.3389
20000,8.20415
25000,9.1678
31250,10.2877
32000,10.4204
40000,11.6398
50000,13.1109
62500,14.6379
78125,16.3996
80000,16.5066
100000,18.4441
125000,20.7592
156250,23.1614
160000,23.5313
200000,26.33
250000,29.5607
312500,33.2422
390625,37.6618
400000,37.5725
500000,42.2978
625000,48.3063
781250,54.0488
800000,53.5572
