16,0.00957146
20,0.0111178
25,0.0131004
32,0.0157337
40,0.0186227
50,0.0222589
64,0.0268833
80,0.0319267
100,0.0379527
125,0.0447796
128,0.0461283
160,0.055624
200,0.0661622
250,0.079252
256,0.0794575
320,0.0954763
400,0.115729
500,0.137174
625,0.162833
640,0.168344
800,0.196143
1000,0.232843
1250,0.283272
1280,0.288603
1600,0.331612
2000,0.400266
2500,0.468697
3125,0.558984
3200,0.548739
4000,0.644381
5000,0.772897
6250,0.903618
6400,0.928178
8000,1.11059
10000,1.29405
12500,1.63764
15625,1.83126
16000,1.92198
20000,2.14424
25000,2.59347
31250,3.24497
32000,3.34625
40000,3.98563
50000,4.74406
62500,5.51875
78125,6.68527
80000,6.68034
100000,7.852
125000,8.63554
156250,10.676
160000,11.2488
200000,13.0836
250000,14.76
312500,17.2812
390625,22.2038
400000,24.6639
500000,27.4061
625000,32.8527
781250,39.808
800000,40.8052
