16,0.11262
20,0.131816
25,0.155696
32,0.188962
40,0.226296
50,0.27199
64,0.334498
80,0.404304
100,0.489154
125,0.592136
128,0.604786
160,0.733147
200,0.887585
250,1.07463
256,1.09877
320,1.33131
400,1.61665
500,1.96489
625,2.37839
640,2.43488
800,2.9534
1000,3.57217
1250,4.3369
1280,4.43503
1600,5.37905
2000,6.54141
2500,7.93321
3125,9.63408
3200,9.84971
4000,11.9697
5000,14.6239
6250,17.6422
6400,17.9455
8000,21.9373
10000,26.8276
12500,32.7661
15625,39.3694
16000,40.3035
20000,49.2243
25000,60.4309
31250,73.0745
32000,75.6252
40000,93.5614
50000,111.063
62500,136.669
78125,165.196
80000,168.091
100000,208.752
125000,252.572
156250,302.849
160000,317.099
200000,388.13
250000,467.71
312500,586.144
390625,726.143
400000,730.565
500000,889.214
625000,1067.94
781250,1207.47
800000,1226.92
