16,0.0744027
20,0.087164
25,0.102953
32,0.124898
40,0.149581
50,0.179526
64,0.220413
80,0.265981
100,0.322357
125,0.389712
128,0.396886
160,0.480454
200,0.581741
250,0.703102
256,0.719846
320,0.868558
400,1.05202
500,1.27979
625,1.54665
640,1.57759
800,1.90723
1000,2.3012
1250,2.79397
1280,2.84605
1600,3.43785
2000,4.17351
2500,5.00467
3125,6.11188
3200,6.24741
4000,7.54892
5000,9.14823
6250,11.0695
6400,11.4418
8000,13.6777
10000,16.8313
12500,20.3931
15625,24.8751
16000,25.3223
20000,30.6276
25000,37.2198
31250,44.2486
32000,45.3949
40000,55.1626
50000,65.6254
62500,81.2726
78125,98.2963
80000,101.927
100000,125.877
125000,153.452
156250,184.493
160000,180.279
200000,219.338
250000,266.629
312500,329.154
390625,396.64
400000,426.979
500000,542.717
625000,657.184
781250,834.457
800000,827.528
