16,0.328144
20,0.358067
25,0.395033
32,0.44537
40,0.500841
50,0.566686
64,0.653178
80,0.744939
100,0.851075
125,0.973539
128,0.987244
160,1.12862
200,1.28908
250,1.47191
256,1.49422
320,1.7052
400,1.94192
500,2.21062
625,2.51072
640,2.54485
800,2.88954
1000,3.28398
1250,3.71284
1280,3.75474
1600,4.24332
2000,4.79191
2500,5.40511
3125,6.08173
3200,6.1634
4000,6.96924
5000,7.8187
6250,8.73893
6400,8.83543
8000,9.9998
10000,11.1069
12500,12.557
15625,14.0139
16000,14.206
20000,16.0496
25000,17.8569
31250,20.0774
32000,20.199
40000,22.5813
50000,25.2609
62500,28.2243
78125,31.4085
80000,31.948
100000,35.5513
125000,40.2835
156250,44.1528
160000,45.2409
200000,50.8447
250000,55.8159
312500,63.1973
390625,69.7782
400000,70.7775
500000,79.252
625000,89.6377
781250,95.8663
800000,101.406
