16,0.0412115
20,0.0483458
25,0.0569626
32,0.069002
40,0.0824913
50,0.098934
64,0.121129
80,0.145857
100,0.175695
125,0.211479
128,0.216565
160,0.260972
200,0.315383
250,0.379847
256,0.386487
320,0.467027
400,0.559465
500,0.677633
625,0.815351
640,0.83521
800,1.00284
1000,1.22059
1250,1.46224
1280,1.49871
1600,1.79982
2000,2.14517
2500,2.59964
3125,3.1269
3200,3.18326
4000,3.88535
5000,4.65704
6250,5.5989
6400,5.69616
8000,6.85953
10000,8.37164
12500,10.0494
15625,12.0029
16000,12.3823
20000,14.7671
25000,17.765
31250,22.0246
32000,22.4665
40000,26.7981
50000,33.1673
62500,39.4335
78125,47.3935
80000,47.4827
100000,58.1952
125000,68.387
156250,84.1747
160000,83.2628
200000,102.917
250000,118.399
312500,144.21
390625,174.903
400000,179.293
500000,227.141
625000,269.103
781250,330.298
800000,291.572
