16,0.352411
20,0.403806
25,0.468231
32,0.557394
40,0.657722
50,0.779536
64,0.944579
80,1.12609
100,1.34333
125,1.60475
128,1.63625
160,1.95485
200,2.33462
250,2.78516
256,2.83581
320,3.38196
400,4.03053
500,4.79647
625,5.70837
640,5.81401
800,6.9085
1000,8.21664
1250,9.74777
1280,9.93649
1600,11.8367
2000,14.0203
2500,16.6724
3125,19.8543
3200,20.0504
4000,23.8837
5000,28.2525
6250,33.7215
6400,34.2395
8000,40.8086
10000,48.4488
12500,56.8616
15625,67.4301
16000,68.7968
20000,82.2583
25000,96.9196
31250,113.775
32000,115.242
40000,134.191
50000,164.515
62500,196.195
78125,225.638
80000,233.016
100000,256.053
125000,300.486
156250,364.558
160000,354.711
200000,417.735
250000,509.512
312500,535.007
390625,633.775
400000,665.47
500000,740.533
625000,817.994
781250,966.209
800000,962.464
