16,0.308552
20,0.330111
25,0.356687
32,0.392674
40,0.431999
50,0.478615
64,0.539395
80,0.603873
100,0.677907
125,0.762785
128,0.771935
160,0.868944
200,0.978446
250,1.10145
256,1.1163
320,1.25726
400,1.4162
500,1.59305
625,1.79209
640,1.81539
800,2.03664
1000,2.29211
1250,2.57109
1280,2.60061
1600,2.92249
2000,3.27581
2500,3.66109
3125,4.09348
3200,4.15065
4000,4.65275
5000,5.20098
6250,5.82078
6400,5.87115
8000,6.59964
10000,7.37538
12500,8.26358
15625,9.2174
16000,9.33899
20000,10.4218
25000,11.7066
31250,13.009
32000,13.1534
40000,14.743
50000,16.5227
62500,18.3927
78125,20.6132
80000,20.6487
100000,23.2896
125000,25.8825
156250,28.8052
160000,28.7627
200000,32.6516
250000,36.561
312500,39.86
390625,45.075
400000,45.6762
500000,49.8739
625000,58.3287
781250,64.1751
800000,66.4977
