16,0.317887
20,0.343355
25,0.374755
32,0.417404
40,0.464281
50,0.519713
64,0.592522
80,0.669173
100,0.757935
125,0.859924
128,0.871538
160,0.987598
200,1.12088
250,1.27031
256,1.28716
320,1.45921
400,1.65387
500,1.86884
625,2.10953
640,2.1413
800,2.41581
1000,2.72742
1250,3.07817
1280,3.11448
1600,3.51595
2000,3.9589
2500,4.47073
3125,5.02923
3200,5.05419
4000,5.69322
5000,6.40634
6250,7.17762
6400,7.22678
8000,8.0655
10000,8.99334
12500,10.1986
15625,11.4411
16000,11.4644
20000,12.7201
25000,14.4153
31250,16.2658
32000,16.1349
40000,18.3208
50000,20.6607
62500,23.069
78125,25.6953
80000,25.9209
100000,29.2803
125000,32.5444
156250,36.3807
160000,36.7337
200000,41.1923
250000,45.7163
312500,50.9494
390625,57.0194
400000,57.6348
500000,65.5309
625000,73.4301
781250,81.374
800000,80.2354
