16,0.200315
20,0.234039
25,0.27589
32,0.334382
40,0.400375
50,0.481487
64,0.592317
80,0.715732
100,0.866401
125,1.05015
128,1.07081
160,1.29789
200,1.57589
250,1.90827
256,1.94749
320,2.3667
400,2.86579
500,3.47942
625,4.22784
640,4.30859
800,5.22187
1000,6.34907
1250,7.70599
1280,7.86204
1600,9.56093
2000,11.6225
2500,14.1416
3125,17.2356
3200,17.5273
4000,21.4542
5000,25.958
6250,31.6861
6400,32.357
8000,39.4137
10000,48.0655
12500,58.7597
15625,71.5138
16000,72.7161
20000,88.6515
25000,108.981
31250,134.083
32000,138.314
40000,165.689
50000,205.142
62500,247.706
78125,304.468
80000,311.465
100000,382.114
125000,471.367
156250,558.739
160000,574.421
200000,726.657
250000,868.547
312500,1052.92
390625,1294.82
400000,1321.07
500000,1539.61
625000,1990.5
781250,2433.84
800000,2394.03
