16,0.343624
20,0.395587
25,0.460756
32,0.551196
40,0.652986
50,0.776962
64,0.945745
80,1.13172
100,1.35594
125,1.62694
128,1.65742
160,1.98971
200,2.38707
250,2.85981
256,2.91854
320,3.49326
400,4.17877
500,5.0033
625,5.98969
640,6.10198
800,7.30119
1000,8.73804
1250,10.4468
1280,10.6623
1600,12.755
2000,15.2367
2500,18.2122
3125,21.7829
3200,22.0321
4000,26.5022
5000,31.4693
6250,37.4387
6400,38.4315
8000,45.4699
10000,53.9873
12500,64.7045
15625,76.9304
16000,78.6083
20000,93.6983
25000,113.509
31250,135.199
32000,136.341
40000,165.294
50000,194.897
62500,236.211
78125,287.465
80000,282.279
100000,343.004
125000,395.253
156250,479.148
160000,478.132
200000,579.36
250000,691.832
312500,773.921
390625,923.198
400000,907.108
500000,1097.36
625000,1287.06
781250,1411.37
800000,1505.15
