16,0.338541
20,0.373416
25,0.416811
32,0.475917
40,0.541223
50,0.619011
64,0.721922
80,0.832102
100,0.960438
125,1.10907
128,1.12576
160,1.29807
200,1.49732
250,1.72339
256,1.75027
320,2.0162
400,2.31145
500,2.6531
625,3.03709
640,3.08767
800,3.53201
1000,4.02442
1250,4.60917
1280,4.65119
1600,5.28968
2000,6.03588
2500,6.84005
3125,7.74573
3200,7.83684
4000,8.88698
5000,10.031
6250,11.3773
6400,11.4653
8000,12.9218
10000,14.4936
12500,16.3588
15625,18.4655
16000,18.7933
20000,20.8826
25000,23.1282
31250,26.274
32000,26.7196
40000,29.7247
50000,33.2303
62500,37.1685
78125,41.8261
80000,42.2686
100000,47.3596
125000,52.9152
156250,59.1164
160000,60.5502
200000,68.1153
250000,75.7244
312500,85.2487
390625,93.2437
400000,95.1555
500000,107.891
625000,116.922
781250,132.547
800000,134.829
