16,0.29269
20,0.308008
25,0.32681
32,0.352157
40,0.379927
50,0.412868
64,0.45599
80,0.501982
100,0.5546
125,0.615019
128,0.622054
160,0.691458
200,0.770529
250,0.859555
256,0.869157
320,0.971331
400,1.08592
500,1.213
625,1.35711
640,1.37404
800,1.53796
1000,1.72005
1250,1.92185
1280,1.94368
1600,2.17812
2000,2.43337
2500,2.71829
3125,3.03498
3200,3.07836
4000,3.44104
5000,3.848
6250,4.30309
6400,4.36227
8000,4.86012
10000,5.41622
12500,6.06656
15625,6.76935
16000,6.85821
20000,7.68436
25000,8.56355
31250,9.59243
32000,9.73288
40000,10.9363
50000,12.137
62500,13.7071
78125,15.2828
80000,15.4899
100000,17.2729
125000,19.5199
156250,21.656
160000,21.889
200000,25.0328
250000,27.6928
312500,31.4163
390625,35.368
400000,35.6276
500000,39.3463
625000,44.2529
781250,47.6487
800000,48.7569
