16,0.352572
20,0.395428
25,0.448783
32,0.5223
40,0.603836
50,0.702415
64,0.833084
80,0.974935
100,1.14159
125,1.33715
128,1.3594
160,1.59008
200,1.86102
250,2.17057
256,2.2059
320,2.57024
400,2.99781
500,3.4912
625,4.0515
640,4.11894
800,4.77731
1000,5.544
1250,6.41119
1280,6.52175
1600,7.53456
2000,8.70114
2500,10.026
3125,11.5728
3200,11.7518
4000,13.5014
5000,15.5426
6250,17.6664
6400,18.1488
8000,20.8746
10000,24.0536
12500,27.5286
15625,31.4284
16000,31.9585
20000,35.9966
25000,41.8031
31250,47.4769
32000,48.2752
40000,54.7477
50000,61.011
62500,71.0069
78125,79.3042
80000,81.1887
100000,89.5752
125000,103.928
156250,118.426
160000,117.828
200000,135.308
250000,144.33
312500,165.8
390625,188.884
400000,191.475
500000,210.673
625000,222.862
781250,264.491
800000,253.889
