16,0.286239
20,0.299157
25,0.314866
32,0.336134
40,0.35949
50,0.387161
64,0.423518
80,0.462216
100,0.507087
125,0.55863
128,0.56428
160,0.623848
200,0.691523
250,0.768316
256,0.776673
320,0.864661
400,0.963306
500,1.07382
625,1.19843
640,1.21188
800,1.35303
1000,1.50946
1250,1.69021
1280,1.70684
1600,1.90891
2000,2.13215
2500,2.38411
3125,2.67028
3200,2.70052
4000,3.02222
5000,3.37783
6250,3.78047
6400,3.82877
8000,4.27893
10000,4.76587
12500,5.34908
15625,5.98782
16000,6.03505
20000,6.74673
25000,7.50752
31250,8.41566
32000,8.52418
40000,9.59822
50000,10.7487
62500,11.9515
78125,13.3491
80000,13.5618
100000,15.2669
125000,17.1729
156250,19.1168
160000,19.2646
200000,21.4175
250000,23.8417
312500,26.9683
390625,30.0416
400000,29.9661
500000,34.5575
625000,37.403
781250,42.8642
800000,42.6863
