16,0.343652
20,0.381146
25,0.427767
32,0.491655
40,0.562215
50,0.646556
64,0.75843
80,0.877349
100,1.01739
125,1.17882
128,1.19881
160,1.38746
200,1.60543
250,1.85633
256,1.88261
320,2.17558
400,2.50724
500,2.88362
625,3.31672
640,3.36657
800,3.86084
1000,4.42443
1250,5.05625
1280,5.13159
1600,5.85873
2000,6.67416
2500,7.64188
3125,8.70872
3200,8.80606
4000,10.0551
5000,11.4135
6250,12.904
6400,13.1505
8000,14.9305
10000,16.6974
12500,18.9194
15625,21.1913
16000,21.5345
20000,24.2343
25000,27.0714
31250,30.2438
32000,31.2387
40000,34.4361
50000,39.9684
62500,43.9855
78125,49.2376
80000,50.0764
100000,55.9166
125000,62.795
156250,70.3783
160000,71.1046
200000,78.5167
250000,87.3247
312500,99.0806
390625,108.831
400000,109.292
500000,121.415
625000,138.11
781250,152.758
800000,156.492
