16,0.357144
20,0.405121
25,0.464905
32,0.547776
40,0.640035
50,0.752249
64,0.901798
80,1.06549
100,1.25922
125,1.49058
128,1.51711
160,1.79388
200,2.11891
250,2.50033
256,2.54483
320,2.99668
400,3.52883
500,4.15399
625,4.87062
640,4.96549
800,5.81532
1000,6.81635
1250,8.00063
1280,8.12268
1600,9.529
2000,11.0772
2500,12.8816
3125,14.9975
3200,15.2849
4000,17.8941
5000,20.8402
6250,24.25
6400,24.6009
8000,28.6302
10000,33.6201
12500,40.1833
15625,46.9488
16000,48.2947
20000,56.4738
25000,66.3168
31250,78.9788
32000,80.0414
40000,97.528
50000,111.108
62500,128.013
78125,153.02
80000,154.483
100000,175.371
125000,199.89
156250,226.151
160000,236.242
200000,285.841
250000,295.27
312500,354.014
390625,402.156
400000,397.695
500000,460.955
625000,521.624
781250,549.482
800000,598.83
