16,0.355656
20,0.4012
25,0.457943
32,0.53622
40,0.623418
50,0.728536
64,0.869339
80,1.02184
100,1.20266
125,1.41536
128,1.43942
160,1.69341
200,1.98909
250,2.33671
256,2.37454
320,2.78327
400,3.25358
500,3.80576
625,4.45246
640,4.52208
800,5.2803
1000,6.15633
1250,7.15853
1280,7.26976
1600,8.45112
2000,9.81137
2500,11.4039
3125,13.2037
3200,13.3841
4000,15.5195
5000,17.92
6250,20.9088
6400,21.0739
8000,24.6851
10000,28.4506
12500,33.0368
15625,38.3871
16000,38.9284
20000,46.1122
25000,52.1577
31250,60.786
32000,62.8599
40000,72.0646
50000,87.0517
62500,96.4973
78125,110.842
80000,114.594
100000,134.123
125000,152.454
156250,171.44
160000,170.217
200000,187.774
250000,224.921
312500,248.163
390625,282.628
400000,271.285
500000,336.345
625000,362.365
781250,391.43
800000,403.592
