16,0.239031
20,0.278457
25,0.327571
32,0.396284
40,0.473591
50,0.568882
64,0.699092
80,0.843649
100,1.02009
125,1.23395
128,1.25905
160,1.52445
200,1.84682
250,2.23784
256,2.28539
320,2.76626
400,3.35459
500,4.0625
625,4.91597
640,5.01873
800,6.08236
1000,7.35389
1250,8.94825
1280,9.14659
1600,11.0802
2000,13.4471
2500,16.3063
3125,19.8744
3200,20.2762
4000,24.7098
5000,30.0878
6250,36.3536
6400,37.1374
8000,45.1691
10000,54.7943
12500,67.1543
15625,81.955
16000,83.0749
20000,102.532
25000,123.604
31250,148.682
32000,153.352
40000,186.864
50000,224.096
62500,274.593
78125,345.046
80000,347.45
100000,428.147
125000,517.235
156250,639.042
160000,653.83
200000,813.364
250000,979.755
312500,1184.67
390625,1485.04
400000,1446.16
500000,1965.43
625000,2293.78
781250,2564.04
800000,3096.14
